# Column,Old name(s),Category,Definition,Not used?,In kitten?
PROX_ID_SKYMAPPER,prox_id_SKYMAPPER,ID,object_id of next-closest DR1 source in SkyMapper,1,0
EDR_ID_SKYMAPPER,edr_id_SKYMAPPER,ID,object_id of closest Early Data Release source in SkyMapper,1,0
EDR_DIST_SKYMAPPER,edr_dist_SKYMAPPER,COORD,Distance to closest Early Data Release source in SkyMapper,1,0
TWOMASS_KEY1_SKYMAPPER,twomass_key1_SKYMAPPER,ID,Unique identifier (pts_key/ext_key) of closest 2MASS source from SkyMapper,0,0
TWOMASS_DIST1_SKYMAPPER,twomass_dist1_SKYMAPPER,COORD,Distance on sky to closest 2MASS source from SkyMapper target in arcseconds.,0,0
TWOMASS_KEY2_SKYMAPPER,twomass_key2_SKYMAPPER,ID,Unique identifier (pts_key/ext_key) of second closest 2MASS source from SkyMapper,0,0
TWOMASS_DIST2_SKYMAPPER,twomass_dist2_SKYMAPPER,COORD,Distance on sky to second closest 2MASS source from SkyMapper target in arcseconds.,0,0
TWOMASS_CAT2_SKYMAPPER,twomass_cat2_SKYMAPPER,COORD,"2MASS catalogue of second closest match (point source PSC, or extended XSC) from SkyMapper",0,0
ALLWISE_CNTR_SKYMAPPER,allwise_cntr_SKYMAPPER,ID,Unique identifier (cntr) of closest AllWISE source extracted from SkyMapper,0,0
ALLWISE_DIST_SKYMAPPER,allwise_dist_SKYMAPPER,COORD,Distance on sky to closest AllWISE source in arcseconds from SkyMapper source,0,0
UCAC4_MPOS_SKYMAPPER,ucac4_mpos_SKYMAPPER,ID,Unique identifier (mpos) of closest UCAC4 source from SkyMapper,0,0
UCAC4_DIST_SKYMAPPER,ucac4_dist_SKYMAPPER,COORD,Distance on sky to closest UCAC4 source in arcseconds from SkyMapper,0,0
APASS_RECNO_SKYMAPPER,apass_recno_SKYMAPPER,ID,Unique identifier (recno) of closest APASS DR9 source (only useful for SkyMapper's copy of APASS),1,0
APASS_DIST_SKYMAPPER,apass_dist_SKYMAPPER,COORD,Distance on sky to closest AllWISE source in arcseconds from SkyMapper source,0,0
GAIA_DR1_ID_SKYMAPPER,gaia_dr1_id_SKYMAPPER,ID,Unique identifier (source_id) of closest Gaia DR1 source extracted from SkyMapper,0,0
GAIA_DR1_DIST_SKYMAPPER,gaia_dr1_dist_SKYMAPPER,COORD,Distance on sky to closest Gaia DR1 source in arcseconds from SkyMapper,0,0
PS1_DR1_ID_SKYMAPPER,ps1_dr1_id_SKYMAPPER,ID,Unique identifier (objID) of closest Pan-STARRS1 DR1 source extracted from SkyMapper,0,0
PS1_DR1_DIST_SKYMAPPER,ps1_dr1_dist_SKYMAPPER,COORD,Distance on sky to closest Pan-STARRS1 DR1 source in SkyMapper,0,0
GALEX_BCS_ID_SKYMAPPER,galex_bcs_id_SKYMAPPER,ID,Unique identifier (objid) of closest GALEX AIS source (Bianchi et al. 2014) extracted from SkyMapper,0,0
GALEX_BCS_DIST_SKYMAPPER,galex_bcs_dist_SKYMAPPER,COORD,Distance on sky to closest GALEX AIS source in arcseconds from SkyMapper,0,0
GAIA_DR2_DIST_SKYMAPPER,gaia_dr2_dist1_SKYMAPPER,COORD,Distance on sky to closest Gaia DR2 source in arcseconds from SkyMapper,0,0
GAIA_DR2_ID2_SKYMAPPER,gaia_dr2_id2_SKYMAPPER,ID,Unique identifier (source_id) of closest Gaia DR2 source extracted from SkyMapper,0,0
GAIA_DR2_DIST2_SKYMAPPER,gaia_dr2_dist2_SKYMAPPER,COORD,Distance on sky to closest Gaia DR2 source in arcseconds from SkyMapper,0,0
TMASS_OID_SKYMAPPER,tmass_oid_SKYMAPPER,METAOBS,OID from 2MASS extracted from Skymapper iDR2,1,0
ORIGINAL_EXT_SOURCE_ID_SKYMAPPER,original_ext_source_id_SKYMAPPER,METAOBS,OID mostly from 2MASS extracted from Skymapper iDR2,1,0
PARALLAX_SKYMAPPER,parallax_SKYMAPPER,METAOBS,Parallax from Gaia extracted from Skymapper iDR2,1,0
ERROR_PARALLAX_SKYMAPPER,parallax_error_SKYMAPPER,METAOBS,Uncertainty in parallax from Gaia extracted from Skymapper iDR2,1,0
PMRA_SKYMAPPER,pmra_SKYMAPPER,METAOBS,Proper motion in right from Gaua extracted from Skymapper iDR2,1,0
PMDEC_SKYMAPPER,pmdec_SKYMAPPER,METAOBS,Proper motion in declination from Gaia extracted from Skymapper iDR2,1,0
VISIBILITY_PERIODS_USED_SKYMAPPER,visibility_periods_used_SKYMAPPER,METAOBS,Number of visibility periods from Gaia extracted from Skymapper iDR2,1,0
ASTROMETRIC_CHI2_AL_GAIA_SKYMAPPER,astrometric_chi2_al_SKYMAPPER,METAOBS,ASTROMETRIC_CHI2 from Gaia extracted from Skymapper iDR2,1,0
ASTROMETRIC_N_GOOD_OBS_AL_GAIA_SKYMAPPER,astrometric_n_good_obs_al_SKYMAPPER,METAOBS,N_GOOD_OBS_AL from Gaia extracted from Skymapper iDR2,1,0
PHOT_BP_RP_EXCESS_FACTOR_GAIA_SKYMAPPER,phot_bp_rp_excess_factor_SKYMAPPER,PHOT,BP BP excess factor from Gaia extracted from Skymapper iDR2,1,0
PHOT_G_MEAN_MAG_GAIA_SKYMAPPER,phot_g_mean_mag_SKYMAPPER,PHOT,G from Gaia extracted from Skymapper iDR2,1,0
PHOT_BP_MEAN_MAG_GAIA_SKYMAPPER,phot_bp_mean_mag_SKYMAPPER,PHOT,BP from Gaia extracted from Skymapper iDR2,1,0
PHOT_RP_MEAN_MAG_GAIA_SKYMAPPER,phot_rp_mean_mag_SKYMAPPER,PHOT,RP from Gaia extracted from Skymapper iDR2,1,0
RUWE_GAIA_SKYMAPPER,ruwe_SKYMAPPER,METAOBS,RUWE_GAIA extracted from Skymapper iDR2,1,0
TEFF_SM_SKYMAPPER,Teff_SM_SKYMAPPER,CHEM,Temperature in kelvin extracted from Skymapper iDR2,1,0
ERROR_TEFF_SKYMAPPER,eTeff_SKYMAPPER,CHEM,Uncertainty in temperature in kelvin extracted from Skymapper iDR2,1,0
FE_H_SKYMAPPER,feh_SKYMAPPER,CHEM,Metallicity extracted from Skymapper iDR2,1,0
ERROR_FE_H_SKYMAPPER,efeh_SKYMAPPER,CHEM,Uncertainty in metallicity from Skymapper extracted from Skymapper iDR2,1,0
EBV_SKYMAPPER,EBV_SKYMAPPER,PHOT,EBV that needs explanation extracted from Skymapper iDR2,1,0
JMAG_TMASS_SKYMAPPER,J_SKYMAPPER,PHOT,J magnitude from 2MASS extracted from Skymapper iDR2,1,0
ERROR_JMAG_TMASS_SKYMAPPER,eJ_SKYMAPPER,PHOT,Uncertainty in J magnitude from 2MASS extracted from Skymapper iDR2,1,0
HMAG_TMASS_SKYMAPPER,H_SKYMAPPER,PHOT,H magnitude from 2MASS extracted from Skymapper iDR2,1,0
ERROR_HMAG_TMASS_SKYMAPPER,eH_SKYMAPPER,PHOT,Uncertainty in H magnitude from 2MASS extracted from Skymapper iDR2,1,0
KMAG_TMASS_SKYMAPPER,K_SKYMAPPER,PHOT,K magnitude from 2MASS extracted from Skymapper iDR2,1,0
ERROR_KMAG_TMASS_SKYMAPPER,eK_SKYMAPPER,PHOT,Uncertainty in K magnitude from 2MASS extracted from Skymapper iDR2,1,0
QFL_TMASS_SKYMAPPER,Qfl_SKYMAPPER,METAOBS,Flag from 2MASS extracted from Skymapper iDR2,1,0
RFL_TMASS_SKYMAPPER,Rfl_SKYMAPPER,METAOBS,Flag from 2MASS extracted from Skymapper iDR2,1,0
BFL_TMASS_SKYMAPPER,Bfl_SKYMAPPER,METAOBS,Flag from 2MASS extracted from Skymapper iDR2,1,0
CFL_TMASS_SKYMAPPER,Cfl_SKYMAPPER,METAOBS,Flag from 2MASS extracted from Skymapper iDR2,1,0
DNU_SKYMAPPER,Dnu_SKYMAPPER,SEISMIC,DNU_NEW extracted from Skymapper iDR2,1,0
ERROR_DNU_SKYMAPPER,e_Dnu_SKYMAPPER,SEISMIC,ERROR_DNU_NEW extracted from Skymapper iDR2,1,0
NUMAX_SKYMAPPER,numax_SKYMAPPER,SEISMIC,NUMAX_NEW extracted from Skymapper iDR2,1,0
ERROR_NUMAX_SKYMAPPER,e_numax_SKYMAPPER,SEISMIC,ERROR_NUMAX_NEW extracted from Skymapper iDR2,1,0
CLASS_SKYMAPPER,Class(RGB=0/RC=1)_SKYMAPPER,METAOBS,Class from Skymapper which need an explanation extracted from Skymapper iDR2,0,0
TEFF_IRFM_SKYMAPPER,Teff_IRFM_SKYMAPPER,CHEM,IRFM effective temperature extracted from Skymapper iDR2,0,0
STARFLAG_SKYMAPPER,y/n_SKYMAPPER,METAOBS,PHASE_NEW but extracted from Skymapper iDR2,1,0
RUWE_GAIA,ruwe_BAILERJONES ruwe_GAIA,METAOBS,Renormalised unit weighted error from Gaia DR2,0,0
RA_KIS,RA_KIS,COORD,Right Ascension (J2000) in degrees from KIS,1,0
DEC_KIS,Dec_KIS,COORD,Declination (J2000) in degrees from KIS,1,0
X_UMAG_KIS,X_U_KIS,METAOBS,X pixel coordinate of source from KIS,1,0
Y_UMAG_KIS,Y_U_KIS,METAOBS,Y pixel coordinate of source from KIS,1,0
UMAG_KIS,Umag_KIS,PHOT,KIS U band magnitude extracted from KIS,0,0
ERROR_UMAG_KIS,Uerr_KIS,PHOT,Uncertainty in KIS U band magnitude extracted from KIS,0,0
RMS_UMAG_KIS,RMS_U_KIS,PHOT,"Root-mean-square (rms) deviation of magnitudes of sources with two detections. In the case of a single detection, the rms deviation value is set to -1.",1,0
CLASS_UMAG_KIS,class_U_KIS,METAOBS,"Morphological class of source. -1 is stellar, -2 is probably stellar, -9 is saturated, -8 is poor match, -7 contains bad pixels, -3 is compact but probably not stellar, 1 is non-stellar, and 0 is no detection",1,0
X_GMAG_KIS,X_g_KIS,METAOBS,X pixel coordinate of source from KIS,1,0
Y_GMAG_KIS,Y_g_KIS,METAOBS,Y pixel coordinate of source from KIS,1,0
GMAG_KIS,gmag_KIS,PHOT,KIS G band magnitude extracted from KIS,0,0
ERROR_GMAG_KIS,gerr_KIS,PHOT,Uncertainty in KIS G band magnitude extracted from KIS,0,0
RMS_GMAG_KIS,RMS_g_KIS,PHOT,"Root-mean-square (rms) deviation of magnitudes of sources with two detections. In the case of a single detection, the rms deviation value is set to -1.",1,0
CLASS_GMAG_KIS,class_g_KIS,METAOBS,"Morphological class of source. -1 is stellar, -2 is probably stellar, -9 is saturated, -8 is poor match, -7 contains bad pixels, -3 is compact but probably not stellar, 1 is non-stellar, and 0 is no detection",1,0
X_RMAG_KIS,X_r_KIS,METAOBS,X pixel coordinate of source from KIS,1,0
Y_RMAG_KIS,Y_r_KIS,METAOBS,Y pixel coordinate of source from KIS,1,0
RMAG_KIS,rmag_KIS,PHOT,KIS R band magnitude extracted from KIS,0,0
ERROR_RMAG_KIS,rerr_KIS,PHOT,Uncertainty in KIS R band magnitude extracted from KIS,0,0
RMS_RMAG_KIS,RMS_r_KIS,PHOT,"Root-mean-square (rms) deviation of magnitudes of sources with two detections. In the case of a single detection, the rms deviation value is set to -1.",1,0
CLASS_RMAG_KIS,class_r_KIS,METAOBS,"Morphological class of source. -1 is stellar, -2 is probably stellar, -9 is saturated, -8 is poor match, -7 contains bad pixels, -3 is compact but probably not stellar, 1 is non-stellar, and 0 is no detection",1,0
X_IMAG_KIS,X_i_KIS,METAOBS,X pixel coordinate of source from KIS,1,0
Y_IMAG_KIS,Y_i_KIS,METAOBS,Y pixel coordinate of source from KIS,1,0
IMAG_KIS,imag_KIS,PHOT,KIS I band magnitude extracted from KIS,0,0
ERROR_IMAG_KIS,ierr_KIS,PHOT,Uncertainty in KIS I band magnitude extracted from KIS,0,0
RMS_IMAG_KIS,RMS_i_KIS,PHOT,"Root-mean-square (rms) deviation of magnitudes of sources with two detections. In the case of a single detection, the rms deviation value is set to -1.",1,0
CLASS_IMAG_KIS,class_i_KIS,METAOBS,"Morphological class of source. -1 is stellar, -2 is probably stellar, -9 is saturated, -8 is poor match, -7 contains bad pixels, -3 is compact but probably not stellar, 1 is non-stellar, and 0 is no detection",1,0
X_HAMAG_KIS,X_Ha_KIS,METAOBS,X pixel coordinate of source from KIS,1,0
Y_HAMAG_KIS,Y_Ha_KIS,METAOBS,Y pixel coordinate of source from KIS,1,0
HAMAG_KIS,Hamag_KIS,PHOT,KIS Halpha band magnitude extracted from KIS,0,0
ERROR_HAMAG_KIS,Haerr_KIS,PHOT,Uncertainty in KIS Halpha band magnitude extracted from KIS,0,0
RMS_HAMAG_KIS,RMS_Ha_KIS,PHOT,"Root-mean-square (rms) deviation of magnitudes of sources with two detections. In the case of a single detection, the rms deviation value is set to -1.",1,0
CLASS_HAMAG_KIS,class_Ha_KIS,METAOBS,"Morphological class of source. -1 is stellar, -2 is probably stellar, -9 is saturated, -8 is poor match, -7 contains bad pixels, -3 is compact but probably not stellar, 1 is non-stellar, and 0 is no detection",1,0
CCD_KIS,CCD_KIS,METAOBS,WFC’s CCD in which the source was detected in KIS,1,0
SEEING_UMAG_KIS,Seeing_U_KIS,METAOBS,"Average seeing of the INT pointing, given in arcsec in KIS",1,0
SEEING_GMAG_KIS,Seeing_g_KIS,METAOBS,"Average seeing of the INT pointing, given in arcsec in KIS",1,0
SEEING_RMAG_KIS,Seeing_r_KIS,METAOBS,"Average seeing of the INT pointing, given in arcsec in KIS",1,0
SEEING_IMAG_KIS,Seeing_i_KIS,METAOBS,"Average seeing of the INT pointing, given in arcsec in KIS",1,0
SEEING_HAMAG_KIS,Seeing_Ha_KIS,METAOBS,"Average seeing of the INT pointing, given in arcsec in KIS",1,0
ELLIPTICITY_UMAG_KIS,Ellipticity_U_KIS,METAOBS,Average ellipticity of the night in KIS,1,0
ELLIPTICITY_GMAG_KIS,Ellipticity_g_KIS,METAOBS,Average ellipticity of the night in KIS,1,0
ELLIPTICITY_RMAG_KIS,Ellipticity_r_KIS,METAOBS,Average ellipticity of the night in KIS,1,0
ELLIPTICITY_IMAG_KIS,Ellipticity_i_KIS,METAOBS,Average ellipticity of the night in KIS,1,0
ELLIPTICITY_HAMAG_KIS,Ellipticity_Ha_KIS,METAOBS,Average ellipticity of the night in KIS,1,0
MJD_UMAG_KIS,MJD_U_KIS,METAOBS,Modified julian date of observation in KIS,1,0
MJD_GMAG_KIS,MJD_g_KIS,METAOBS,Modified julian date of observation in KIS,1,0
MJD_RMAG_KIS,MJD_r_KIS,METAOBS,Modified julian date of observation in KIS,1,0
MJD_IMAG_KIS,MJD_i_KIS,METAOBS,Modified julian date of observation in KIS,1,0
MJD_HAMAG_KIS,MJD_Ha_KIS,METAOBS,Modified julian date of observation in KIS,1,0
UMAGKEPLERMAG_KISKIC_KIS,delta_U_KIS,PHOT,Difference between KIS and KIC magnitudes applied to calibrate KIS data from KIS,1,0
GMAGKEPLERMAG_KISKIC_KIS,delta_g_KIS,PHOT,Difference between KIS and KIC magnitudes applied to calibrate KIS data from KIS,1,0
RMAGKEPLERMAG_KISKIC_KIS,delta_r_KIS,PHOT,Difference between KIS and KIC magnitudes applied to calibrate KIS data from KIS,1,0
IMAGKEPLERMAG_KISKIC_KIS,delta_i_KIS,PHOT,Difference between KIS and KIC magnitudes applied to calibrate KIS data from KIS,1,0
HAMAGKEPLERMAG_KISKIC_KIS,delta_Ha_KIS,PHOT,Difference between KIS and KIC magnitudes applied to calibrate KIS data from KIS,1,0
ALPHA_FE,ALPHA_FE,CHEM,Joined column containing [alpha/Fe] in dex. The survey it is from can be seen in SPECTROSURVEY.,0,0
LOS_VELOCITY,LOS_VELOCITY,CHEM,Joined column containing line-of-sight velocity (radial velocity) in km/s. The survey it is from can be seen in SPECTROSURVEY.,0,0
AL_FE_GAIAESO,AL_FE_GAIAESO,CHEM,Neutral [Al/Fe] derived from Gaia-ESO,0,0
ANGDIST_TMASS_MANMATCH_GAIAESO,ANGDIST_TMASS_MANMATCH_GAIAESO,COORD,,0,0
ASTERO_PIPELINE,ASTERO_PIPELINE,FLAG,"This ID column shows which pipeline the combined columns of DNU and NUMAX are derived from. The prioritized list of surveys are SYD, BAM, CoRoT",0,0
BA_IONIZED_FE_GAIAESO,BA_IONIZED_FE_GAIAESO,CHEM,Ionised [Ba/Fe] derived in Gaia-ESO,0,0
CA_FE_GAIAESO,CA_FE_GAIAESO,CHEM,Neutral [Ca/Fe] derived from Gaia-ESO,0,0
CE_IONIZED_FE_GAIAESO,CE_IONIZED_FE_GAIAESO,CHEM,Ionised [Ce/Fe] derived in Gaia-ESO,0,0
CO_FE_GAIAESO,CO_FE_GAIAESO,CHEM,Neutral [Co/Fe] derived from Gaia-ESO,0,0
CR_FE_GAIAESO,CR_FE_GAIAESO,CHEM,Neutral [Cr/Fe] derived from Gaia-ESO,0,0
C_FE_GAIAESO,C_FE_GAIAESO,CHEM,Neutral [C/Fe] derived from Gaia-ESO,0,0
DNU_BAM,DNU_BAM,SEISMIC,"Large frequency separation in microhertz from BAM pipeline joined from all columns using BAM, no matter if the star is in Kepler, K2CX, or CoRoT.",0,0
DNU_SYD,DNU_SYD,SEISMIC,"Large frequency separation in microhertz from SYD pipeline joined from all columns using SYD, no matter if the star is in Kepler, K2CX, or CoRoT.",0,0
ERROR_ALPHA_FE,ERROR_ALPHA_FE,CHEM,Joined column containing uncertainty in [alpha/Fe] in dex. The survey it is from can be seen in SPECTROSURVEY.,0,0
ERROR_LOS_VELOCITY,ERROR_LOS_VELOCITY,CHEM,Joined column containing uncertainty of line-of-sight velocity (radial velocity) in km/s. The survey it is from can be seen in SPECTROSURVEY.,0,0
ERROR_AL_H_RAVE,ERROR_AL_H_RAVE,CHEM,Assumed constant uncertainty in RAVE DR5,0,0
ERROR_DNU_BAM,ERROR_DNU_BAM,SEISMIC,"Uncertainty in large frequency separation in microhertz from BAM pipeline joined from all columns using BAM, no matter if the star is in Kepler, K2CX, or CoRoT.",0,0
ERROR_DNU_SYD,ERROR_DNU_SYD,SEISMIC,"Uncertainty in large frequency separation in microhertz from SYD pipeline joined from all columns using SYD, no matter if the star is in Kepler, K2CX, or CoRoT.",0,0
ERROR_FE_H,ERROR_FE_H,CHEM,Joined column containing uncertainty in iron abundance in dex. The survey it is from can be seen in SPECTROSURVEY.,0,0
ERROR_FE_H_RAVE,ERROR_FE_H_RAVE,CHEM,Assumed constant uncertainty in RAVE DR5,0,0
ERROR_LOGG,ERROR_LOGG,CHEM,Joined column containing uncertainty in surface gravity in log(cgs). The survey it is from can be seen in SPECTROSURVEY. An estimate of systematic uncertainty has been added to this value in quadrature as discussed in the version release.,0,0
ERROR_MG_FE,ERROR_MG_FE,CHEM,Joined column containing uncertainty in [Mg/Fe] in dex. The survey it is from can be seen in SPECTROSURVEY.,0,0
ERROR_MG_FE_RAVE,ERROR_MG_FE_RAVE,CHEM,Assumed constant uncertainty in RAVE DR5,0,0
ERROR_MG_H_RAVE,ERROR_MG_H_RAVE,CHEM,Assumed constant uncertainty in RAVE DR5,0,0
ERROR_NI_H_RAVE,ERROR_NI_H_RAVE,CHEM,Assumed constant uncertainty in RAVE DR5,0,0
ERROR_NUMAX_BAM,ERROR_NUMAX_BAM,SEISMIC,"Uncertainty in frequency of maximum power in microhertz from BAM pipeline joined from all columns using BAM, no matter if the star is in Kepler, K2CX, or CoRoT",0,0
ERROR_NUMAX_SYD,ERROR_NUMAX_SYD,SEISMIC,"Uncertainty in frequency of maximum power in microhertz from SYD pipeline joined from all columns using SYD, no matter if the star is in Kepler, K2CX, or CoRoT",0,0
ERROR_SI_FE,ERROR_SI_FE,CHEM,Joined column containing uncertainty in [Si/Fe] in dex. The survey it is from can be seen in SPECTROSURVEY.,0,0
ERROR_SI_FE_RAVE,ERROR_SI_FE_RAVE,CHEM,Assumed constant uncertainty in RAVE DR5,0,0
ERROR_SI_H_RAVE,ERROR_SI_H_RAVE,CHEM,Assumed constant uncertainty in RAVE DR5,0,0
ERROR_TEFF,ERROR_TEFF,CHEM,Joined column containing uncertainty in effective temperature in kelvin. The survey it is from can be seen in SPECTROSURVEY. An estimate of systematic uncertainty has been added to this value in quadrature as discussed in the version release.,0,0
ERROR_M_H,ERROR_M_H,CHEM,Joined column containing uncertainty in metallicity in dex. The survey it is from can be seen in SPECTROSURVEY. An estimate of systematic uncertainty has been added to this value in quadrature as discussed in the version release.,0,0
M_H,M_H,CHEM,Joined column containing metallicity in dex. The survey it is from can be seen in SPECTROSURVEY.,0,0
ERROR_TI_H_RAVE,ERROR_TI_H_RAVE,CHEM,Assumed constant uncertainty in RAVE DR5,0,0
EU_IONIZED_FE_GAIAESO,EU_IONIZED_FE_GAIAESO,CHEM,Ionised [Eu/Fe] derived in Gaia-ESO,0,0
FE_H,FE_H,CHEM,Joined column containing iron abundance in dex. The survey it is from can be seen in SPECTROSURVEY.,0,0
GAIA_DR2_DIST2_SKYMAPPER,GAIA_DR2_DIST2_SKYMAPPER,COORD,Distance on sky to closest Gaia DR2 source in arcseconds from SkyMapper,0,0
GAIA_DR2_ID2_SKYMAPPER,GAIA_DR2_ID2_SKYMAPPER,ID,Unique identifier (source_id) of closest Gaia DR2 source extracted from SkyMapper,0,0
LA_IONIZED_FE_GAIAESO,LA_IONIZED_FE_GAIAESO,CHEM,Ionised [La/Fe] derived in Gaia-ESO,0,0
LI_FE_GAIAESO,LI_FE_GAIAESO,CHEM,Neutral [Li/Fe] derived from Gaia-ESO,0,0
LOGG,LOGG,CHEM,Joined column containing surface gravity in log(cgs). The survey it is from can be seen in SPECTROSURVEY.,0,0
MG_FE,MG_FE,CHEM,Joined column containing [Mg/Fe] in dex. The survey it is from can be seen in SPECTROSURVEY.,0,0
MG_FE_GAIAESO,MG_FE_GAIAESO,CHEM,Neutral [Mg/Fe] derived from Gaia-ESO,0,0
MG_FE_RAVE,MG_FE_RAVE,CHEM,[Mg/Fe] computed from RAVE,0,0
NA_FE_GAIAESO,NA_FE_GAIAESO,CHEM,Neutral [Na/Fe] derived from Gaia-ESO,0,0
ND_IONIZED_FE_GAIAESO,ND_IONIZED_FE_GAIAESO,CHEM,Ionised [Nd/Fe] derived in Gaia-ESO,0,0
NI_FE_GAIAESO,NI_FE_GAIAESO,CHEM,Neutral [Ni/Fe] derived in Gaia-ESO,0,0
NOT_IN_XMATCH_GAIA,NOT_IN_XMATCH_GAIA,FLAG,True if star could not be found in the cross-matched table from Marrese+2019 and instead was found from a positional search.,0,0
NUMAX_BAM,NUMAX_BAM,SEISMIC,"Frequency of maximum power in microhertz from BAM pipeline joined from all columns using BAM, no matter if the star is in Kepler, K2CX, or CoRoT",0,0
NUMAX_SYD,NUMAX_SYD,SEISMIC,"Frequency of maximum power in microhertz from SYD pipeline joined from all columns using SYD, no matter if the star is in Kepler, K2CX, or CoRoT",0,0
O_FE_GAIAESO,O_FE_GAIAESO,CHEM,Neutral [O/Fe] derived from Gaia-ESO,0,0
SC_IONIZED_FE_GAIAESO,SC_IONIZED_FE_GAIAESO,CHEM,Ionised [Sc/Fe] derived from from Gaia-ESO,0,0
SI_FE,SI_FE,CHEM,Joined column containing [Si/Fe] in dex. The survey it is from can be seen in SPECTROSURVEY.,0,0
SI_FE_RAVE,SI_FE_RAVE,CHEM,[Si/Fe] computed from RAVE,0,0
SPECTROSURVEY,SPECTROSURVEY,FLAG,"This ID column shows which survey the combined spectroscopic surveys originate from. The prioritized list of surveys are APOGEE, GALAH, Gaia-ESO, RAVE, and LAMOST",0,0
S_FE_GAIAESO,S_FE_GAIAESO,CHEM,Neutral [S/Fe] derived from Gaia-ESO,0,0
TEFF,TEFF,CHEM,Joined column containing effective temperature in kelvin. The survey it is from can be seen in SPECTROSURVEY.,0,0
TI_FE_GAIAESO,TI_FE_GAIAESO,CHEM,Neutral [Ti/Fe] derived from Gaia-ESO,0,0
TI_IONIZED_FE_GAIAESO,TI_IONIZED_FE_GAIAESO,CHEM,Ionised [Ti/Fe] derived from Gaia-ESO,0,0
V_FE_GAIAESO,V_FE_GAIAESO,CHEM,Neutral [V/Fe] derived from Gaia-ESO,0,0
Y_IONIZED_FE_GAIAESO,Y_IONIZED_FE_GAIAESO,CHEM,Ionised [Y/Fe] derived in Gaia-ESO,0,0
ZN_FE_GAIAESO,ZN_FE_GAIAESO,CHEM,Neutral [Zn/Fe] derived in Gaia-ESO,0,0
ZR_IONIZED_FE_GAIAESO,ZR_IONIZED_FE_GAIAESO,CHEM,Ionised [Zr/Fe] derived in Gaia-ESO,0,0
DNU,DNU,SEISMIC,Joined column containing large frequency separations in microhertz. The survey it is from can be seen in ASTERO_PIPELINE.,0,1
ERROR_AL_H_RAVE,ERROR_AL_H_RAVE,CHEM,Assumed constant uncertainty in RAVE DR5,0,0
ERROR_DNU,ERROR_DNU,SEISMIC,Joined column containing uncertainty in large frequency separation in microhertz. The survey it is from can be seen in ASTERO_PIPELINE. This has the uncertainty floor discussed in the version release.,0,1
ERROR_FE_H_RAVE,ERROR_FE_H_RAVE,CHEM,Assumed constant uncertainty in RAVE DR5,0,0
ERROR_NUMAX,ERROR_NUMAX,SEISMIC,Joined column containing uncertainty in frequency of maximum oscillation power in microhertz. The survey it is from can be seen in ASTERO_PIPELINE. This has the uncertainty floor discussed in the version release.,0,1
MG_FE_RAVE,MG_FE_RAVE,CHEM,[Mg/Fe] computed from RAVE,0,0
NUMAX,NUMAX,SEISMIC,Joined column containing frequency of maximum oscillation power in microhertz. The survey it is from can be seen in ASTERO_PIPELINE.,0,1
SI_FE_RAVE,SI_FE_RAVE,CHEM,[Si/Fe] computed from RAVE,0,0
SPECTROSURVEY,SPECTROSURVEY,FLAG,"This ID column shows which survey the combined spectroscopic surveys originate from. The prioritized list of surveys are APOGEE, GALAH, Gaia-ESO, RAVE, and LAMOST",0,0
TI_IONIZED_FE_GAIAESO,TI_IONIZED_FE_GAIAESO,CHEM,Ionised [Ti/Fe] derived from Gaia-ESO,0,0
CNAME_RAVEVRAD,CNAME_RAVEVRAD,ID,GES object name from coordinates from RAVE iDR6 radial velocity catalogue,0,0
